É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2023/02/15 23:56:00

,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy
2021/10/8,14.8,8,1,0.0,0,8,1,15.09,8,1,0,1,8,1,3.1,8,1,5.0,8,1,0,1,8,1,1017.8,8,1,8.8,0,8,1
2021/10/9,15.3,8,1,0,1,8,1,16.02,8,1,0,1,8,1,1.8,8,1,2.0,8,1,0,1,8,1,1024.7,8,1,10.2,0,8,1
2021/10/10,18.3,8,1,0.5,0,8,1,8.45,8,1,0,1,8,1,5.7,8,1,8.8,8,1,0,1,8,1,1013.4,8,1,4.3,0,8,1
2021/10/11,15.5,8,1,13.5,0,8,1,3.18,8,1,0,1,8,1,2.9,8,1,8.3,8,1,0,1,8,1,1010.7,8,1,0.1,0,8,1
2021/10/12,13.3,8,1,0,1,8,1,15.96,8,1,0,1,8,1,1.4,8,1,0.0,8,1,0,1,8,1,1024.7,8,1,10.0,0,8,1
2021/10/13,13.3,8,1,0,1,8,1,11.43,8,1,0,1,8,1,2.1,8,1,1.8,8,1,0,1,8,1,1024.9,8,1,6.2,0,8,1
2021/10/14,14.8,8,1,0.0,0,8,1,15.37,8,1,0,1,8,1,2.8,8,1,5.0,8,1,0,1,8,1,1014.9,8,1,9.4,0,8,1
2021/10/15,14.5,5,1,2.5,0,8,1,8.58,8,1,0,1,8,1,4.0,8,1,10.0,8,1,0,1,8,1,1011.2,8,1,2.7,0,5,1
2021/10/16,11.6,8,1,3.0,0,8,1,8.63,8,1,0,1,8,1,4.6,8,1,10.0,8,1,0,1,5,1,1011.0,8,1,3.0,0,8,1
2021/10/17,7.2,8,1,0.5,0,8,1,13.87,8,1,0,1,8,1,5.1,8,1,5.3,8,1,0,1,8,1,1010.2,8,1,7.5,0,8,1
2021/10/18,7.4,8,1,0.0,0,8,1,10.12,8,1,0,1,8,1,2.6,8,1,4.5,8,1,0,1,8,1,1020.2,8,1,5.3,0,8,1
2021/10/19,10.1,8,1,6.0,0,8,1,9.20,8,1,0,1,8,1,3.8,8,1,7.0,8,1,0,1,8,1,1013.0,8,1,4.4,0,8,1
2021/10/20,8.9,8,1,26.5,0,8,1,1.63,8,1,0,1,8,1,2.0,8,1,10.0,8,1,0,1,8,1,1002.6,8,1,0.0,0,8,1
2021/10/21,7.2,8,1,35.0,0,8,1,4.89,8,1,0,1,8,1,4.1,8,1,10.0,8,1,0,1,8,1,1009.1,8,1,0.3,0,8,1
2021/10/22,7.3,8,1,0.5,0,8,1,8.64,8,1,0,1,8,1,1.8,5,1,5.5,8,1,0,1,8,1,1013.8,8,1,4.9,0,8,1
2021/10/23,6.8,8,1,11.0,0,8,1,9.10,8,1,0,1,8,1,2.8,8,1,6.8,8,1,0,1,8,1,1014.6,8,1,4.7,0,8,1
2021/10/24,10.3,8,1,0,1,8,1,12.92,8,1,0,1,8,1,1.6,8,1,2.0,8,1,0,1,8,1,1018.1,8,1,9.3,0,8,1
2021/10/25,11.2,8,1,0,1,8,1,12.38,8,1,0,1,8,1,1.7,8,1,1.8,8,1,0,1,8,1,1020.6,8,1,8.4,0,8,1
2021/10/26,11.7,8,1,0.5,0,8,1,8.45,8,1,0,1,8,1,2.0,8,1,8.3,8,1,0,1,8,1,1015.6,8,1,5.1,0,8,1
2021/10/27,13.1,8,1,0.0,0,8,1,10.71,8,1,0,1,8,1,2.4,8,1,7.8,8,1,0,1,8,1,1009.6,8,1,8.1,0,8,1
2021/10/28,11.0,8,1,10.0,0,8,1,4.55,8,1,0,1,8,1,3.5,8,1,9.5,8,1,0,1,8,1,1009.0,8,1,1.8,0,8,1
2021/10/29,10.6,8,1,17.5,0,8,1,2.66,8,1,0,1,8,1,6.6,8,1,9.8,8,1,0,1,8,1,1018.5,8,1,0.5,0,8,1
2021/10/30,8.6,8,1,0,1,8,1,12.62,8,1,0,1,8,1,1.7,8,1,0.3,8,1,0,1,8,1,1022.0,8,1,9.6,0,8,1
2021/10/31,10.1,8,1,0.5,0,8,1,7.34,8,1,0,1,8,1,1.5,8,1,8.3,8,1,0,1,8,1,1020.2,8,1,3.3,0,8,1
2021/11/1,10.1,8,1,0.0,0,8,1,10.07,8,1,0,1,8,1,2.2,8,1,6.5,8,1,0,1,8,1,1020.6,8,1,5.9,0,8,1
2021/11/2,8.5,8,1,12.5,0,8,1,2.13,8,1,0,1,8,1,1.7,8,1,10.0,8,1,0,1,8,1,1017.7,8,1,0.0,0,8,1
2021/11/3,9.4,8,1,3.5,0,8,1,5.38,8,1,0,1,8,1,1.6,8,1,7.5,8,1,0,1,8,1,1012.3,8,1,0.5,0,8,1
2021/11/4,10.2,8,1,0,1,8,1,9.90,8,1,0,1,8,1,2.5,8,1,5.8,8,1,0,1,8,1,1011.5,8,1,5.5,0,8,1
2021/11/5,10.0,8,1,0.0,0,8,1,9.55,8,1,0,1,8,1,2.9,8,1,3.5,8,1,0,1,8,1,1016.3,8,1,5.9,0,8,1
2021/11/6,8.8,8,1,1.0,0,8,1,11.24,8,1,0,1,8,1,1.7,8,1,2.8,8,1,0,1,8,1,1019.4,8,1,8.9,0,8,1
2021/11/7,7.5,8,1,1.0,0,8,1,0.94,8,1,0,1,8,1,1.7,8,1,7.3,8,1,0,1,8,1,1020.8,8,1,0.0,0,8,1
2021/11/8,10.0,8,1,1.0,0,8,1,8.94,8,1,0,1,8,1,3.9,8,1,7.0,8,1,0,1,8,1,1020.7,8,1,6.1,0,8,1
2021/11/9,13.6,8,1,58.0,0,8,1,1.57,8,1,0,1,8,1,5.7,8,1,10.0,8,1,0,1,8,1,1006.4,8,1,0.0,0,8,1
2021/11/10,11.2,8,1,20.0,0,8,1,5.92,8,1,0,1,8,1,5.4,8,1,9.0,8,1,0,1,8,1,991.7,8,1,3.0,0,8,1
2021/11/11,8.9,8,1,4.5,0,8,1,8.88,8,1,0,1,8,1,4.1,8,1,5.0,8,1,0,1,8,1,994.7,8,1,7.0,0,8,1
2021/11/12,8.7,8,1,0.0,0,8,1,9.08,8,1,0,1,8,1,2.9,8,1,3.8,8,1,0,1,8,1,1001.2,8,1,5.8,0,8,1
2021/11/13,7.8,8,1,0.0,0,8,1,4.77,8,1,0,1,8,1,1.9,8,1,7.5,8,1,0,1,8,1,1008.3,8,1,1.7,0,8,1
2021/11/14,9.5,8,1,0.0,0,8,1,4.40,8,1,0,1,8,1,3.2,8,1,7.5,8,1,0,1,8,1,1008.9,8,1,1.3,0,8,1
2021/11/15,6.5,8,1,2.0,0,8,1,5.39,8,1,0,1,8,1,2.8,8,1,5.8,8,1,0,1,8,1,1010.6,8,1,3.6,0,8,1
2021/11/16,5.5,8,1,0.0,0,8,1,3.83,8,1,0,1,8,1,2.9,8,1,9.8,8,1,0,1,8,1,1014.0,8,1,0.7,0,8,1
2021/11/17,6.1,8,1,0,1,8,1,7.10,8,1,0,1,8,1,3.2,8,1,5.0,8,1,0,1,8,1,1016.2,8,1,4.7,0,8,1
2021/11/18,7.9,8,1,0.0,0,8,1,8.25,8,1,0,1,8,1,4.0,8,1,5.0,8,1,0,1,8,1,1011.7,8,1,5.4,0,8,1
2021/11/19,8.1,8,1,7.0,0,8,1,5.18,8,1,0,1,8,1,4.3,8,1,6.5,8,1,0,1,8,1,1006.7,8,1,3.8,0,8,1
2021/11/20,5.4,8,1,0.5,0,8,1,3.72,8,1,0,1,8,1,3.7,8,1,9.5,8,1,0,1,8,1,1016.9,8,1,2.3,0,8,1
2021/11/21,4.5,8,1,0.0,0,8,1,4.35,8,1,0,1,8,1,1.2,8,1,9.3,8,1,0,1,8,1,1018.9,8,1,1.8,0,8,1
2021/11/22,9.7,8,1,14.0,0,8,1,1.02,8,1,0,1,8,1,6.3,8,1,9.8,8,1,0,1,8,1,1002.7,8,1,0.0,0,8,1
2021/11/23,4.3,8,1,0.0,0,8,1,8.61,8,1,0,1,8,1,4.6,8,1,5.5,8,1,0,1,8,1,993.8,8,1,6.8,0,8,1
2021/11/24,1.9,8,1,0.5,0,8,1,4.92,8,1,0,1,8,1,3.0,8,1,7.0,8,1,0,1,8,1,996.4,8,1,1.9,0,8,1
2021/11/25,1.8,8,1,0.0,0,8,1,3.34,8,1,0,1,8,1,1.5,8,1,8.3,8,1,0,1,8,1,1001.8,8,1,0.7,0,8,1
2021/11/26,2.7,8,1,0.0,0,8,1,9.50,8,1,0,1,8,1,3.2,8,1,6.0,8,1,0,1,8,1,1005.8,8,1,8.0,0,8,1
2021/11/27,2.9,8,1,25.0,0,8,1,2.87,8,1,2,0,8,1,4.6,8,1,10.0,8,1,4,0,8,1,1014.4,8,1,0.2,0,8,1
2021/11/28,3.4,8,1,2.5,0,8,1,7.48,8,1,1,0,8,1,2.1,8,1,4.8,8,1,0,1,8,1,1023.5,8,1,5.8,0,8,1
2021/11/29,6.6,8,1,0.0,0,8,1,3.85,8,1,0,1,8,1,2.9,8,1,6.5,8,1,0,1,8,1,1018.3,8,1,1.6,0,8,1
2021/11/30,8.6,8,1,0.5,0,8,1,6.76,8,1,0,1,8,1,4.0,8,1,8.8,8,1,0,1,8,1,1013.0,8,1,6.2,0,8,1
2021/12/1,8.7,8,1,12.0,0,8,1,4.01,8,1,0,1,8,1,6.5,8,1,8.0,8,1,0,1,8,1,988.4,8,1,2.9,0,8,1
2021/12/2,-0.8,8,1,8.5,0,8,1,2.63,8,1,14,0,8,1,2.5,8,1,8.8,8,1,14,0,8,1,1001.1,8,1,0.0,0,8,1
2021/12/3,5.2,8,1,3.0,0,8,1,5.12,8,1,9,0,8,1,5.1,8,1,6.5,8,1,0,1,8,1,1003.9,8,1,3.3,0,8,1
2021/12/4,0.8,8,1,0.5,0,8,1,8.61,8,1,0,1,8,1,3.4,8,1,8.8,8,1,0,1,8,1,1008.5,8,1,6.1,0,8,1
2021/12/5,-0.5,8,1,0.0,0,8,1,5.38,8,1,0,1,8,1,2.4,8,1,5.0,8,1,0,1,8,1,1022.3,8,1,3.5,0,8,1
2021/12/6,3.4,8,1,0,1,8,1,7.16,8,1,0,1,8,1,3.7,8,1,4.5,8,1,0,1,8,1,1024.0,8,1,4.9,0,8,1
2021/12/7,5.9,8,1,0.0,0,8,1,4.37,8,1,0,1,8,1,2.8,8,1,7.5,8,1,0,1,8,1,1023.1,8,1,1.4,0,8,1
2021/12/8,3.0,8,1,0,1,8,1,5.34,5,1,0,1,8,1,2.4,8,1,8.3,8,1,0,1,8,1,1025.3,8,1,4.7,0,8,1
2021/12/9,2.4,8,1,0,1,8,1,8.19,8,1,0,1,8,1,1.5,8,1,0.0,8,1,0,1,8,1,1028.4,8,1,8.2,0,8,1
2021/12/10,3.7,8,1,0,1,8,1,7.62,8,1,0,1,8,1,1.8,8,1,5.0,8,1,0,1,8,1,1022.7,8,1,7.6,0,8,1
2021/12/11,5.4,8,1,0.0,0,8,1,2.83,8,1,0,1,8,1,2.4,8,1,9.3,8,1,0,1,8,1,1015.7,8,1,0.6,0,8,1
2021/12/12,4.4,8,1,4.0,0,8,1,4.38,8,1,1,0,8,1,3.2,8,1,8.0,8,1,1,0,8,1,1004.4,8,1,2.7,0,8,1
2021/12/13,-1.0,8,1,4.0,0,8,1,7.47,8,1,7,0,8,1,5.7,8,1,9.0,8,1,6,0,8,1,1000.7,8,1,6.4,0,8,1
2021/12/14,2.1,8,1,0.0,0,8,1,4.79,8,1,3,0,8,1,2.2,8,1,7.5,8,1,0,1,8,1,1011.1,8,1,2.0,0,8,1
2021/12/15,3.0,8,1,0.0,0,8,1,2.93,8,1,1,0,8,1,2.8,8,1,6.5,8,1,0,1,8,1,1009.6,8,1,0.4,0,8,1
2021/12/16,1.5,8,1,0.0,0,8,1,4.46,8,1,0,1,8,1,1.7,8,1,7.3,8,1,0,1,8,1,1011.8,8,1,2.2,0,8,1
2021/12/17,-1.0,8,1,40.5,0,8,1,1.30,8,1,49,0,8,1,3.9,8,1,10.0,8,1,50,0,8,1,997.0,8,1,0.0,0,8,1
2021/12/18,-6.2,8,1,11.5,0,8,1,6.56,8,1,54,0,8,1,5.9,8,1,4.8,8,1,7,0,8,1,1001.7,8,1,3.0,0,8,1
2021/12/19,-4.5,8,1,0,1,8,1,6.11,8,1,46,0,8,1,1.6,8,1,4.0,8,1,0,1,8,1,1005.6,8,1,4.5,0,8,1
2021/12/20,-1.8,8,1,0.0,0,8,1,5.71,8,1,38,0,8,1,2.0,8,1,8.8,8,1,0,1,8,1,1007.7,8,1,2.5,0,8,1
2021/12/21,0.5,8,1,3.0,0,8,1,5.72,8,1,37,0,8,1,2.2,8,1,4.5,8,1,8,0,8,1,1002.3,8,1,2.9,0,8,1
2021/12/22,-2.8,8,1,1.5,0,8,1,4.95,8,1,35,0,8,1,3.1,8,1,5.3,8,1,2,0,8,1,1005.8,8,1,3.1,0,8,1
2021/12/23,-3.2,8,1,13.0,0,8,1,5.44,8,1,51,0,8,1,3.2,8,1,5.5,8,1,17,0,8,1,1014.1,8,1,4.1,0,8,1
2021/12/24,-4.9,8,1,0.0,0,8,1,6.42,8,1,45,0,8,1,1.9,8,1,9.0,8,1,0,1,8,1,1014.6,8,1,5.4,0,8,1
2021/12/25,-6.4,8,1,0.0,0,8,1,7.07,8,1,39,0,8,1,2.3,8,1,6.5,8,1,0,1,8,1,1004.8,8,1,5.8,0,8,1
2021/12/26,-7.1,8,1,4.0,0,8,1,3.88,8,1,40,0,8,1,4.7,8,1,8.5,8,1,6,0,8,1,1003.6,8,1,0.7,0,8,1
2021/12/27,-6.2,8,1,2.0,0,8,1,7.41,8,1,39,0,8,1,3.0,8,1,6.5,8,1,1,0,8,1,1006.1,8,1,3.9,0,8,1
2021/12/28,-4.9,8,1,0.0,0,8,1,6.72,8,1,37,0,8,1,3.6,8,1,5.3,8,1,0,1,8,1,1011.7,8,1,5.4,0,8,1
2021/12/29,-2.9,8,1,0.5,0,8,1,6.33,8,1,35,0,8,1,2.6,8,1,7.0,8,1,0,1,8,1,1010.8,8,1,4.7,0,8,1
2021/12/30,-3.3,8,1,0.5,0,8,1,3.93,8,1,35,0,8,1,3.9,8,1,6.5,8,1,2,0,8,1,1003.9,8,1,0.8,0,8,1
2021/12/31,-7.2,8,1,0.0,0,8,1,7.85,8,1,33,0,8,1,4.3,8,1,2.5,8,1,0,1,8,1,1001.5,8,1,6.4,0,8,1
2022/1/1,-7.7,8,1,10.5,0,8,1,1.55,8,1,45,0,8,1,4.1,8,1,8.3,8,1,13,0,8,1,1008.5,8,1,0.0,0,8,1
2022/1/2,-3.8,8,1,0.5,0,8,1,5.92,8,1,43,0,8,1,3.3,8,1,9.5,8,1,1,0,8,1,1008.6,8,1,3.2,0,8,1
2022/1/3,-6.9,8,1,2.5,0,8,1,3.38,8,1,43,0,8,1,3.6,8,1,8.5,8,1,3,0,8,1,1006.4,8,1,0.3,0,8,1
2022/1/4,-6.3,8,1,4.0,0,8,1,3.68,8,1,44,0,8,1,5.7,8,1,7.8,8,1,3,0,8,1,1007.1,8,1,0.4,0,8,1
2022/1/5,-2.6,8,1,5.5,0,8,1,3.73,8,1,45,0,8,1,5.3,8,1,7.0,8,1,4,0,8,1,1015.6,8,1,0.7,0,8,1
2022/1/6,-5.2,8,1,0.0,0,8,1,7.54,8,1,44,0,8,1,1.4,8,1,6.5,8,1,1,0,8,1,1018.5,8,1,6.9,0,8,1
2022/1/7,-5.4,8,1,1.0,0,8,1,5.71,8,1,43,0,8,1,1.7,8,1,9.0,8,1,3,0,8,1,1014.0,8,1,3.3,0,8,1
2022/1/8,-3.2,8,1,1.0,0,8,1,5.70,8,1,43,0,8,1,2.0,8,1,8.3,8,1,2,0,8,1,1012.5,8,1,3.8,0,8,1
2022/1/9,-1.6,8,1,4.0,0,8,1,5.51,8,1,47,0,8,1,3.1,8,1,7.5,8,1,8,0,8,1,1010.6,8,1,3.0,0,8,1
2022/1/10,-3.8,8,1,0.0,0,8,1,6.57,8,1,47,0,8,1,1.3,8,1,5.0,8,1,1,0,8,1,1016.4,8,1,4.6,0,8,1
2022/1/11,-1.3,8,1,25.0,0,8,1,2.77,8,1,51,0,8,1,4.8,8,1,10.0,8,1,11,0,8,1,1003.0,8,1,0.0,0,8,1
2022/1/12,1.0,8,1,22.5,0,8,1,3.90,8,1,68,0,8,1,6.9,8,1,10.0,8,1,17,0,8,1,981.4,8,1,0.1,0,8,1
2022/1/13,0.4,8,1,17.5,0,8,1,4.86,8,1,72,0,8,1,7.3,8,1,10.0,8,1,15,0,8,1,987.4,8,1,0.5,0,8,1
2022/1/14,-0.2,8,1,16.0,0,8,1,3.75,8,1,76,0,8,1,9.7,8,1,10.0,8,1,8,0,8,1,993.4,8,1,0.0,0,8,1
2022/1/15,0.9,8,1,12.5,0,8,1,4.27,8,1,79,0,8,1,6.3,8,1,10.0,8,1,6,0,8,1,1009.7,8,1,0.7,0,8,1
2022/1/16,0.0,8,1,0.5,0,8,1,4.87,8,1,78,0,8,1,2.9,8,1,9.5,8,1,1,0,8,1,1010.7,8,1,1.8,0,8,1
2022/1/17,-0.1,8,1,3.5,0,8,1,6.49,8,1,79,0,8,1,2.8,8,1,8.8,8,1,4,0,8,1,1003.1,8,1,3.6,0,8,1
2022/1/18,-2.9,8,1,1.0,0,8,1,7.20,8,1,75,0,8,1,2.7,8,1,8.0,8,1,1,0,8,1,1005.3,8,1,5.1,0,8,1
2022/1/19,-2.8,8,1,0,1,8,1,9.75,8,1,73,0,8,1,1.8,8,1,7.3,8,1,0,1,8,1,1013.2,8,1,8.5,0,8,1
2022/1/20,-5.2,8,1,0,1,8,1,7.35,8,1,70,0,8,1,1.6,8,1,6.5,8,1,0,1,8,1,1012.7,8,1,5.5,0,8,1
2022/1/21,-3.8,8,1,3.0,0,8,1,4.54,8,1,71,0,8,1,4.0,8,1,6.8,8,1,4,0,8,1,1015.8,8,1,1.6,0,8,1
2022/1/22,-3.2,8,1,14.0,0,8,1,3.05,8,1,96,0,8,1,2.2,8,1,9.8,8,1,25,0,8,1,1019.3,8,1,0.0,0,8,1
2022/1/23,-3.7,8,1,0.0,0,8,1,10.36,8,1,93,0,8,1,1.4,8,1,3.5,8,1,1,0,8,1,1016.2,8,1,8.2,0,8,1
2022/1/24,-3.3,8,1,0.5,0,8,1,4.46,8,1,84,0,8,1,1.6,8,1,8.5,8,1,0,1,8,1,1013.0,8,1,0.8,0,8,1
2022/1/25,-3.3,8,1,4.0,0,8,1,8.75,8,1,90,0,8,1,1.6,8,1,8.3,8,1,9,0,8,1,1016.4,8,1,4.8,0,8,1
2022/1/26,-0.6,8,1,0.0,0,8,1,4.50,8,1,82,0,8,1,1.8,8,1,9.5,8,1,1,0,8,1,1012.7,8,1,0.0,0,8,1
2022/1/27,-1.3,8,1,2.0,0,8,1,5.78,8,1,83,0,8,1,2.3,8,1,9.0,8,1,4,0,8,1,1009.7,8,1,2.7,0,8,1
2022/1/28,-3.8,8,1,3.5,0,8,1,7.95,8,1,89,0,8,1,1.6,8,1,6.5,8,1,9,0,8,1,1007.6,8,1,4.9,0,8,1
2022/1/29,-5.5,8,1,2.0,0,8,1,5.69,8,1,86,0,8,1,2.6,8,1,8.5,8,1,5,0,8,1,1004.7,8,1,1.7,0,8,1
2022/1/30,-7.3,8,1,1.0,0,8,1,11.42,8,1,85,0,8,1,4.2,8,1,5.5,8,1,2,0,8,1,1006.3,8,1,8.1,0,8,1
2022/1/31,-7.8,8,1,12.5,0,8,1,3.02,8,1,99,0,8,1,2.4,8,1,10.0,8,1,20,0,8,1,1008.3,8,1,0.2,0,8,1
2022/2/1,-3.6,8,1,0.5,0,8,1,8.45,8,1,97,0,8,1,2.4,8,1,6.0,8,1,0,1,8,1,1008.8,8,1,4.1,0,8,1
2022/2/2,-2.4,8,1,1.0,0,8,1,8.79,8,1,89,0,8,1,4.0,8,1,5.3,8,1,2,0,8,1,1008.4,8,1,4.0,0,8,1
2022/2/3,-3.5,8,1,0.0,0,8,1,11.48,8,1,85,0,8,1,2.9,8,1,5.0,8,1,0,1,8,1,1006.9,8,1,8.0,0,8,1
2022/2/4,-4.2,8,1,0.0,0,8,1,8.48,8,1,82,0,8,1,2.2,8,1,7.0,8,1,0,1,8,1,1005.1,8,1,3.9,0,8,1
2022/2/5,-4.9,8,1,17.5,0,8,1,9.70,8,1,106,0,8,1,1.7,8,1,7.0,8,1,29,0,8,1,1000.4,8,1,5.9,0,8,1
2022/2/6,-4.1,8,1,22.0,0,8,1,5.04,8,1,133,0,8,1,3.2,8,1,7.3,8,1,32,0,8,1,1003.9,8,1,2.0,0,8,1
2022/2/7,-2.6,8,1,0.0,0,8,1,10.19,8,1,122,0,8,1,3.1,8,1,4.8,8,1,0,1,8,1,1012.3,8,1,5.6,0,8,1
2022/2/8,-3.9,8,1,0.0,0,8,1,6.69,8,1,112,0,8,1,2.2,8,1,6.3,8,1,0,1,8,1,1016.0,8,1,1.6,0,8,1
2022/2/9,-2.7,8,1,1.0,0,8,1,8.83,8,1,106,0,8,1,3.9,8,1,7.3,8,1,1,0,8,1,1019.4,8,1,4.1,0,8,1
2022/2/10,-4.3,8,1,0,1,8,1,12.26,8,1,102,0,8,1,1.2,8,1,3.0,8,1,0,1,8,1,1020.6,8,1,8.0,0,8,1
2022/2/11,-3.2,8,1,0.0,0,8,1,12.81,8,1,98,0,8,1,1.5,8,1,4.8,8,1,0,1,8,1,1021.0,8,1,9.2,0,8,1
2022/2/12,-2.5,8,1,0.0,0,8,1,11.79,8,1,95,0,8,1,2.2,8,1,4.0,8,1,1,0,8,1,1018.6,8,1,7.5,0,8,1
2022/2/13,-1.0,8,1,1.0,0,8,1,12.16,8,1,99,0,8,1,2.8,8,1,5.8,8,1,5,0,8,1,1015.4,8,1,7.1,0,8,1
2022/2/14,-2.0,8,1,0.5,0,8,1,9.88,8,1,93,0,8,1,2.0,8,1,4.8,8,1,2,0,8,1,1016.6,8,1,5.1,0,8,1
2022/2/15,-4.1,8,1,0.5,0,8,1,9.77,8,1,90,0,8,1,2.9,8,1,7.5,8,1,2,0,8,1,1013.6,8,1,3.9,0,8,1
2022/2/16,-2.3,8,1,3.0,0,8,1,10.98,8,1,94,0,8,1,2.8,8,1,9.0,8,1,4,0,8,1,1004.0,8,1,4.9,0,8,1
2022/2/17,-1.8,8,1,1.5,0,8,1,12.11,8,1,90,0,8,1,2.2,8,1,9.0,8,1,1,0,8,1,1007.7,8,1,5.4,0,8,1
2022/2/18,-2.9,8,1,2.0,0,8,1,8.63,8,1,92,0,8,1,2.1,8,1,7.8,8,1,5,0,8,1,1018.5,8,1,2.5,0,8,1
2022/2/19,-1.8,8,1,1.0,0,8,1,10.85,8,1,91,0,8,1,3.8,8,1,7.3,8,1,0,1,8,1,1016.7,8,1,5.0,0,8,1
2022/2/20,-0.6,8,1,9.0,0,8,1,7.79,8,1,95,0,8,1,6.0,8,1,10.0,8,1,10,0,8,1,998.8,8,1,1.6,0,8,1
2022/2/21,-2.3,8,1,21.0,0,8,1,4.76,8,1,115,0,8,1,9.6,8,1,9.3,8,1,23,0,8,1,994.8,8,1,0.0,0,8,1
2022/2/22,-2.4,8,1,19.5,0,8,1,3.76,8,1,124,0,8,1,6.5,8,1,10.0,8,1,12,0,8,1,1004.2,8,1,0.5,0,8,1
2022/2/23,-2.5,8,1,7.0,0,8,1,9.33,8,1,129,0,8,1,5.1,8,1,9.5,8,1,6,0,8,1,1009.4,8,1,2.2,0,8,1
2022/2/24,-1.5,8,1,0.0,0,8,1,11.03,8,1,124,0,8,1,2.9,8,1,8.0,8,1,0,1,8,1,1008.1,8,1,4.2,0,8,1
2022/2/25,0.4,8,1,0.0,0,8,1,9.41,8,1,118,0,8,1,2.7,8,1,9.3,8,1,0,1,8,1,1007.1,8,1,1.8,0,8,1
2022/2/26,3.9,8,1,0.0,0,8,1,12.83,8,1,113,0,8,1,3.5,8,1,3.8,8,1,0,1,8,1,1004.6,8,1,7.0,0,8,1
2022/2/27,1.5,8,1,0.5,0,8,1,7.67,8,1,107,0,8,1,3.8,8,1,9.0,8,1,2,0,8,1,1001.3,8,1,1.7,0,8,1
2022/2/28,-0.4,8,1,3.5,0,8,1,10.00,8,1,109,0,8,1,4.1,8,1,7.8,8,1,4,0,8,1,1008.9,8,1,3.9,0,8,1
2022/3/1,0.5,8,1,2.5,0,8,1,6.71,8,1,105,0,8,1,2.6,8,1,9.0,8,1,3,0,8,1,1005.8,8,1,0.0,0,8,1
2022/3/2,0.0,8,1,0.0,0,8,1,11.18,8,1,104,0,8,1,2.7,8,1,4.0,8,1,0,1,8,1,1003.9,8,1,3.6,0,8,1
2022/3/3,-0.7,8,1,4.0,0,8,1,3.96,8,1,108,0,8,1,3.9,8,1,10.0,8,1,7,0,8,1,1002.6,8,1,0.1,0,8,1
2022/3/4,0.6,8,1,0,1,8,1,14.90,8,1,107,0,8,1,2.2,8,1,6.5,8,1,0,1,8,1,1010.0,8,1,6.6,0,8,1
2022/3/5,0.9,8,1,4.5,0,8,1,6.45,8,1,101,0,8,1,6.1,8,1,9.5,8,1,1,0,8,1,997.0,8,1,0.9,0,8,1
2022/3/6,0.9,8,1,0.5,0,8,1,16.47,8,1,100,0,8,1,3.6,8,1,6.8,8,1,1,0,8,1,992.2,8,1,8.6,0,8,1
2022/3/7,1.3,8,1,0.0,0,8,1,8.84,8,1,97,0,8,1,5.5,8,1,9.5,8,1,1,0,8,1,1008.6,8,1,1.1,0,8,1
2022/3/8,1.3,8,1,1.0,0,8,1,8.59,8,1,96,0,8,1,1.7,8,1,8.3,8,1,1,0,8,1,1012.1,8,1,1.7,0,8,1
2022/3/9,1.3,8,1,0,1,8,1,17.12,8,1,94,0,8,1,1.4,8,1,2.8,8,1,0,1,8,1,1016.8,8,1,8.6,0,8,1
2022/3/10,3.1,8,1,0,1,8,1,18.13,8,1,91,0,8,1,1.9,8,1,0.5,8,1,0,1,8,1,1017.3,8,1,10.8,0,8,1
2022/3/11,4.1,8,1,0.5,0,8,1,7.17,8,1,86,0,8,1,4.0,8,1,9.8,8,1,0,1,8,1,1009.4,8,1,0.9,0,8,1
2022/3/12,3.1,8,1,5.0,0,8,1,10.50,8,1,82,0,8,1,4.8,8,1,6.3,8,1,1,0,8,1,1010.3,8,1,4.7,0,8,1
2022/3/13,2.6,8,1,0,1,8,1,15.89,8,1,81,0,8,1,3.0,8,1,9.5,8,1,0,1,8,1,1014.9,8,1,6.7,0,8,1
2022/3/14,3.8,8,1,0,1,8,1,15.63,8,1,76,0,8,1,2.8,8,1,7.5,8,1,0,1,8,1,1012.1,8,1,7.2,0,8,1
2022/3/15,1.1,8,1,14.5,0,5,1,3.51,8,1,79,0,8,1,3.5,8,1,10.0,8,1,9,0,8,1,1004.9,8,1,0.0,0,8,1
2022/3/16,2.8,8,1,0.0,0,8,1,8.82,8,1,77,0,8,1,1.7,5,1,9.5,8,1,0,1,8,1,1009.8,8,1,0.6,0,8,1
2022/3/17,1.6,8,1,6.5,0,8,1,9.22,8,1,74,0,8,1,2.4,8,1,9.0,8,1,3,0,8,1,1013.9,8,1,1.3,0,8,1
2022/3/18,0.9,8,1,0.0,0,8,1,17.60,8,1,73,0,8,1,2.1,8,1,5.5,8,1,0,1,8,1,1015.0,8,1,7.5,0,8,1
2022/3/19,0.9,8,1,2.0,0,8,1,8.51,8,1,72,0,8,1,3.5,8,1,9.3,8,1,2,0,8,1,1001.9,8,1,0.1,0,8,1
2022/3/20,0.7,8,1,3.0,0,8,1,8.65,8,1,72,0,8,1,5.0,8,1,10.0,8,1,2,0,8,1,1005.8,8,1,0.5,0,8,1
