ダウンロードした時刻：2023/02/19 20:16:14

,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋
2021/10/18,14.7,8,1,0,1,8,1,8.67,8,1,0,1,8,1,2.5,8,1,7.8,8,1,0,1,8,1,1014.5,8,1,1.3,0,8,1
2021/10/19,16.1,8,1,3.5,0,8,1,9.31,8,1,0,1,8,1,1.5,8,1,8.3,8,1,0,1,8,1,1008.3,8,1,2.3,0,8,1
2021/10/20,14.6,8,1,0.0,0,8,1,15.96,8,1,0,1,8,1,5.2,8,1,6.5,8,1,0,1,8,1,1006.3,8,1,9.1,0,8,1
2021/10/21,13.7,8,1,0.0,0,8,1,10.25,8,1,0,1,8,1,3.5,8,1,9.3,8,1,0,1,8,1,1010.4,8,1,5.5,0,8,1
2021/10/22,15.1,8,1,0.0,0,8,1,9.60,8,1,0,1,8,1,2.4,8,1,8.5,8,1,0,1,8,1,1007.5,8,1,2.3,0,8,1
2021/10/23,14.6,8,1,0,1,8,1,14.87,8,1,0,1,8,1,4.7,8,1,0.8,8,1,0,1,8,1,1014.8,8,1,8.9,0,8,1
2021/10/24,14.9,8,1,0,1,8,1,11.18,8,1,0,1,8,1,2.4,8,1,6.8,8,1,0,1,8,1,1019.0,8,1,5.4,0,8,1
2021/10/25,14.1,8,1,25.0,0,8,1,2.39,8,1,0,1,8,1,2.7,8,1,10.0,8,1,0,1,8,1,1015.0,8,1,0.0,0,8,1
2021/10/26,16.6,8,1,12.0,0,8,1,16.57,8,1,0,1,8,1,3.8,8,1,3.3,8,1,0,1,8,1,1008.0,8,1,10.5,0,8,1
2021/10/27,16.6,8,1,0,1,8,1,12.64,8,1,0,1,8,1,1.9,8,1,7.5,8,1,0,1,8,1,1009.9,8,1,4.8,0,8,1
2021/10/28,17.0,8,1,0,1,8,1,16.49,8,1,0,1,8,1,4.0,8,1,0.0,8,1,0,1,8,1,1010.0,8,1,10.3,0,8,1
2021/10/29,16.0,8,1,0,1,8,1,16.97,8,1,0,1,8,1,4.1,8,1,0.0,8,1,0,1,8,1,1013.3,8,1,10.6,0,8,1
2021/10/30,15.5,8,1,0,1,8,1,15.01,8,1,0,1,8,1,1.7,8,1,5.5,8,1,0,1,8,1,1018.1,8,1,8.7,0,8,1
2021/10/31,16.3,8,1,0.5,0,8,1,8.38,8,1,0,1,8,1,1.7,8,1,7.5,8,1,0,1,8,1,1016.4,8,1,3.0,0,8,1
2021/11/1,17.5,8,1,0,1,8,1,13.35,8,1,0,1,8,1,1.7,8,1,7.3,8,1,0,1,8,1,1013.1,8,1,7.2,0,8,1
2021/11/2,16.9,8,1,0,1,8,1,13.69,8,1,0,1,8,1,3.1,8,1,6.5,8,1,0,1,8,1,1009.3,8,1,8.1,0,8,1
2021/11/3,16.3,8,1,0,1,8,1,15.60,8,1,0,1,8,1,3.2,8,1,2.0,8,1,0,1,8,1,1006.9,8,1,10.1,0,8,1
2021/11/4,15.5,8,1,0,1,8,1,15.11,8,1,0,1,8,1,3.0,8,1,2.8,8,1,0,1,8,1,1008.3,8,1,9.8,0,8,1
2021/11/5,15.3,8,1,0,1,8,1,15.33,8,1,0,1,8,1,3.1,8,1,1.5,8,1,0,1,8,1,1011.4,8,1,10.1,0,8,1
2021/11/6,14.7,8,1,0.0,0,8,1,11.61,8,1,0,1,8,1,1.6,8,1,7.3,8,1,0,1,8,1,1013.2,8,1,5.7,0,8,1
2021/11/7,16.5,8,1,0.0,0,8,1,13.21,8,1,0,1,8,1,1.8,8,1,5.3,8,1,0,1,8,1,1014.5,8,1,8.4,0,8,1
2021/11/8,18.1,8,1,0,1,8,1,13.84,8,1,0,1,8,1,3.1,8,1,9.3,8,1,0,1,8,1,1011.0,8,1,9.1,0,8,1
2021/11/9,15.4,8,1,35.5,0,8,1,6.91,8,1,0,1,8,1,4.1,8,1,9.5,8,1,0,1,8,1,999.7,8,1,2.4,0,8,1
2021/11/10,13.3,8,1,0.0,0,8,1,10.23,8,1,0,1,8,1,3.4,5,1,5.8,8,1,0,1,8,1,999.6,8,1,4.2,0,8,1
2021/11/11,13.3,8,1,0,1,8,1,9.44,8,1,0,1,8,1,2.6,8,1,4.8,8,1,0,1,8,1,1002.6,8,1,4.3,0,8,1
2021/11/12,11.3,8,1,0.0,0,8,1,10.37,8,1,0,1,8,1,1.9,8,1,5.5,8,1,0,1,8,1,1006.7,8,1,4.2,0,8,1
2021/11/13,10.8,8,1,0,1,8,1,14.61,8,1,0,1,8,1,1.7,8,1,3.0,8,1,0,1,8,1,1012.6,8,1,9.7,0,8,1
2021/11/14,12.0,8,1,0,1,8,1,10.49,8,1,0,1,8,1,1.8,8,1,6.3,8,1,0,1,8,1,1012.6,8,1,5.1,0,8,1
2021/11/15,13.5,8,1,0,1,8,1,13.55,8,1,0,1,8,1,2.4,8,1,1.8,8,1,0,1,8,1,1012.1,8,1,8.7,0,8,1
2021/11/16,13.8,8,1,0,1,8,1,12.24,8,1,0,1,8,1,2.7,8,1,5.3,8,1,0,1,8,1,1013.2,8,1,8.5,0,8,1
2021/11/17,13.1,8,1,0,1,8,1,13.73,8,1,0,1,8,1,2.4,8,1,0.0,8,1,0,1,8,1,1014.2,8,1,9.8,0,8,1
2021/11/18,12.4,8,1,0,1,8,1,11.11,8,1,0,1,8,1,1.3,8,1,6.3,8,1,0,1,8,1,1012.6,8,1,7.8,0,8,1
2021/11/19,12.6,8,1,0,1,8,1,11.43,8,1,0,1,8,1,1.8,8,1,5.5,8,1,0,1,8,1,1010.4,8,1,7.9,0,8,1
2021/11/20,13.7,8,1,0,1,8,1,13.18,8,1,0,1,8,1,2.0,8,1,0.3,8,1,0,1,8,1,1011.8,8,1,9.5,0,8,1
2021/11/21,14.1,8,1,0.0,0,8,1,8.42,8,1,0,1,8,1,1.4,8,1,9.0,8,1,0,1,8,1,1013.6,8,1,3.4,0,8,1
2021/11/22,13.8,8,1,33.5,0,8,1,0.91,8,1,0,1,8,1,2.6,8,1,10.0,8,1,0,1,8,1,1001.5,8,1,0.0,0,8,1
2021/11/23,10.3,8,1,0.0,0,8,1,7.92,8,1,0,1,8,1,3.9,8,1,8.3,8,1,0,1,8,1,1003.6,8,1,4.3,0,8,1
2021/11/24,9.4,8,1,0.0,0,8,1,3.89,8,1,0,1,8,1,3.3,8,1,7.5,8,1,0,1,8,1,1007.8,8,1,0.4,0,8,1
2021/11/25,10.8,8,1,0,1,8,1,11.02,8,1,0,1,8,1,1.6,8,1,5.8,8,1,0,1,5,1,1009.2,8,1,6.5,0,8,1
2021/11/26,11.4,8,1,0.0,0,8,1,8.07,8,1,0,1,8,1,3.2,8,1,6.5,8,1,0,1,8,1,1011.9,8,1,4.5,0,8,1
2021/11/27,8.0,8,1,0.0,0,8,1,11.37,8,1,0,1,8,1,4.0,8,1,4.3,8,1,0,1,8,1,1019.2,8,1,7.9,0,8,1
2021/11/28,8.1,8,1,0,1,8,1,13.54,8,1,0,1,8,1,3.0,8,1,0.0,8,1,0,1,8,1,1024.5,8,1,9.8,0,8,1
2021/11/29,7.5,8,1,0,1,8,1,11.86,8,1,0,1,8,1,1.3,8,1,4.8,8,1,0,1,8,1,1022.7,8,1,9.0,0,8,1
2021/11/30,9.9,8,1,2.5,0,8,1,7.73,8,1,0,1,8,1,2.0,8,1,7.0,8,1,0,1,8,1,1012.6,8,1,3.8,0,8,1
2021/12/1,11.0,8,1,19.0,0,8,1,9.58,8,1,0,1,8,1,6.2,8,1,6.0,8,1,0,1,8,1,1000.7,8,1,5.1,0,8,1
2021/12/2,6.7,8,1,0.0,0,8,1,12.64,8,1,0,1,8,1,3.0,8,1,2.3,8,1,0,1,8,1,1010.9,8,1,9.1,0,8,1
2021/12/3,8.0,8,1,0,1,8,1,12.42,8,1,0,1,8,1,1.7,8,1,1.0,8,1,0,1,8,1,1009.2,8,1,8.9,0,8,1
2021/12/4,7.4,8,1,0.0,0,8,1,8.30,8,1,0,1,8,1,3.7,8,1,5.3,8,1,0,1,8,1,1010.8,8,1,4.1,0,8,1
2021/12/5,7.9,8,1,0,1,8,1,8.86,8,1,0,1,8,1,2.6,8,1,5.8,8,1,0,1,8,1,1020.7,8,1,4.2,0,8,1
2021/12/6,9.5,8,1,12.5,0,8,1,1.65,8,1,0,1,8,1,2.0,8,1,10.0,8,1,0,1,8,1,1019.3,8,1,0.0,0,8,1
2021/12/7,11.0,8,1,22.0,0,8,1,1.90,8,1,0,1,8,1,2.7,8,1,10.0,8,1,0,1,8,1,1012.0,8,1,0.0,0,8,1
2021/12/8,12.1,8,1,0,1,8,1,7.09,8,1,0,1,8,1,4.6,8,1,6.8,8,1,0,1,8,1,1013.4,8,1,3.2,0,8,1
2021/12/9,11.1,8,1,0,1,8,1,12.26,8,1,0,1,8,1,2.2,8,1,1.8,8,1,0,1,8,1,1020.0,8,1,9.5,0,8,1
2021/12/10,10.3,8,1,0,1,8,1,9.32,8,1,0,1,8,1,1.2,8,1,6.8,8,1,0,1,8,1,1017.9,8,1,6.4,0,8,1
2021/12/11,10.9,8,1,0,1,8,1,10.43,8,1,0,1,8,1,2.1,8,1,4.8,8,1,0,1,8,1,1016.5,8,1,6.8,0,8,1
2021/12/12,11.2,8,1,0.0,0,8,1,7.20,8,1,0,1,8,1,1.9,8,1,8.3,8,1,0,1,8,1,1010.4,8,1,3.3,0,8,1
2021/12/13,8.9,8,1,0.0,0,8,1,12.63,8,1,0,1,8,1,5.1,8,1,2.8,8,1,0,1,8,1,1011.4,8,1,9.5,0,8,1
2021/12/14,6.5,8,1,0,1,8,1,11.97,8,1,0,1,8,1,1.7,8,1,2.0,8,1,0,1,8,1,1014.3,8,1,7.8,0,8,1
2021/12/15,7.7,8,1,0,1,8,1,11.72,8,1,0,1,8,1,2.2,8,1,2.5,8,1,0,1,8,1,1014.6,8,1,8.4,0,8,1
2021/12/16,9.2,8,1,2.5,0,8,1,9.97,8,1,0,1,8,1,1.4,8,1,7.5,8,1,0,1,8,1,1012.8,8,1,6.9,0,8,1
2021/12/17,8.4,8,1,20.0,0,8,1,3.47,8,1,0,1,8,1,4.7,8,1,9.5,8,1,0,1,8,1,998.0,8,1,0.7,0,8,1
2021/12/18,3.0,8,1,0.0,0,8,1,10.58,8,1,0,1,8,1,3.9,8,1,4.0,8,1,0,1,8,1,1009.8,8,1,6.5,0,8,1
2021/12/19,3.5,8,1,0.0,0,8,1,6.64,8,1,0,1,8,1,2.2,8,1,5.0,8,1,0,1,8,1,1010.1,8,1,3.9,0,8,1
2021/12/20,6.4,8,1,0.0,0,8,1,11.56,8,1,0,1,8,1,2.3,8,1,6.8,8,1,0,1,8,1,1012.0,8,1,7.9,0,8,1
2021/12/21,7.6,8,1,0.0,0,8,1,10.31,8,1,0,1,8,1,1.7,8,1,4.3,8,1,0,1,8,1,1009.1,8,1,7.3,0,8,1
2021/12/22,8.1,8,1,0.0,0,8,1,10.72,8,1,0,1,8,1,3.5,8,1,2.0,8,1,0,1,8,1,1010.1,8,1,7.8,0,8,1
2021/12/23,7.4,8,1,0,1,8,1,12.10,8,1,0,1,8,1,2.6,8,1,2.5,8,1,0,1,8,1,1015.3,8,1,9.3,0,8,1
2021/12/24,8.7,8,1,6.0,0,8,1,10.38,8,1,0,1,8,1,1.3,8,1,5.3,8,1,0,1,8,1,1012.0,8,1,6.9,0,8,1
2021/12/25,7.8,8,1,1.0,0,8,1,3.20,8,1,0,1,8,1,3.6,8,1,7.5,8,1,0,1,8,1,1004.1,8,1,0.7,0,8,1
2021/12/26,1.5,8,1,0.0,0,8,1,9.01,8,1,0,1,8,1,4.5,8,1,6.3,8,1,0,1,8,1,1009.6,8,1,4.3,0,8,1
2021/12/27,0.9,8,1,2.5,0,8,1,6.72,8,1,2,0,8,1,2.2,8,1,9.0,8,1,2,0,8,1,1012.8,8,1,1.6,0,8,1
2021/12/28,3.5,8,1,0.0,0,8,1,11.84,8,1,0,1,8,1,3.5,8,1,2.5,8,1,0,1,8,1,1017.2,8,1,8.7,0,8,1
2021/12/29,4.0,8,1,0.0,0,8,1,6.33,8,1,0,1,8,1,1.7,8,1,10.0,8,1,0,1,8,1,1014.5,8,1,1.7,0,8,1
2021/12/30,5.8,8,1,0.0,0,8,1,8.83,8,1,0,1,8,1,3.9,8,1,9.3,8,1,0,1,8,1,1005.7,8,1,4.7,0,8,1
2021/12/31,1.5,8,1,3.5,0,8,1,7.47,8,1,1,0,8,1,4.2,8,1,9.5,8,1,1,0,8,1,1008.8,8,1,2.8,0,8,1
2022/1/1,1.4,8,1,0,1,8,1,12.41,8,1,0,1,8,1,4.0,8,1,1.5,8,1,0,1,8,1,1017.3,8,1,8.8,0,8,1
2022/1/2,2.2,8,1,0.0,0,8,1,10.29,8,1,0,1,8,1,1.9,8,1,2.8,8,1,0,1,8,1,1016.6,8,1,7.6,0,8,1
2022/1/3,4.5,8,1,0,1,8,1,7.48,8,1,0,1,8,1,2.0,8,1,6.5,8,1,0,1,8,1,1013.1,8,1,3.9,0,8,1
2022/1/4,4.7,8,1,0.0,0,8,1,11.58,8,1,0,1,8,1,4.4,8,1,2.8,8,1,0,1,8,1,1011.5,8,1,7.6,0,8,1
2022/1/5,3.3,8,1,0,1,8,1,12.68,8,1,0,1,8,1,4.2,8,1,3.5,8,1,0,1,8,1,1017.1,8,1,9.3,0,8,1
2022/1/6,3.1,8,1,0.0,0,8,1,3.46,8,1,0,1,8,1,2.1,8,1,7.3,8,1,0,1,8,1,1015.1,8,1,1.6,0,8,1
2022/1/7,3.9,8,1,0.0,0,8,1,12.97,8,1,0,1,8,1,4.7,8,1,2.5,8,1,0,1,8,1,1016.9,8,1,9.4,0,8,1
2022/1/8,3.8,8,1,0,1,8,1,12.94,8,1,0,1,8,1,1.9,8,1,0.3,8,1,0,1,8,1,1016.3,8,1,9.6,0,8,1
2022/1/9,5.5,8,1,0,1,8,1,11.15,8,1,0,1,8,1,2.4,8,1,7.3,8,1,0,1,8,1,1012.3,8,1,8.0,0,8,1
2022/1/10,8.4,8,1,0,1,8,1,12.91,8,1,0,1,8,1,2.4,8,1,3.8,8,1,0,1,8,1,1010.7,8,1,9.5,0,8,1
2022/1/11,5.7,8,1,12.0,0,8,1,1.47,8,1,0,1,8,1,3.1,8,1,8.8,8,1,0,1,8,1,1000.5,8,1,0.2,0,8,1
2022/1/12,2.9,8,1,0.0,0,8,1,12.91,8,1,0,1,8,1,5.3,8,1,3.5,8,1,0,1,8,1,1003.2,8,1,9.1,0,8,1
2022/1/13,2.9,8,1,1.5,0,8,1,5.55,8,1,1,0,8,1,4.0,8,1,7.5,8,1,1,0,8,1,1000.9,8,1,2.3,0,8,1
2022/1/14,2.0,8,1,0.0,0,8,1,9.50,8,1,1,0,8,1,4.2,8,1,4.3,8,1,0,1,8,1,1008.0,8,1,5.5,0,8,1
2022/1/15,3.4,8,1,0,1,8,1,9.57,8,1,0,1,8,1,3.0,8,1,5.0,8,1,0,1,8,1,1013.9,8,1,5.6,0,8,1
2022/1/16,4.3,8,1,0.0,0,8,1,12.55,8,1,0,1,8,1,1.5,8,1,5.8,8,1,0,1,8,1,1013.1,8,1,9.0,0,8,1
2022/1/17,5.7,8,1,0.0,0,8,1,7.08,8,1,0,1,8,1,4.0,8,1,8.0,8,1,0,1,8,1,1009.7,8,1,3.0,0,8,1
2022/1/18,2.5,8,1,0.0,0,8,1,12.09,8,1,0,0,8,1,4.5,8,1,6.0,8,1,0,1,8,1,1010.7,8,1,6.2,0,8,1
2022/1/19,2.1,8,1,0.0,0,8,1,10.57,8,1,0,1,8,1,2.3,8,1,3.8,8,1,0,1,8,1,1012.3,8,1,6.1,0,8,1
2022/1/20,2.5,8,1,0.0,0,8,1,10.75,8,1,0,1,8,1,3.4,8,1,4.3,8,1,0,1,8,1,1009.2,8,1,6.4,0,8,1
2022/1/21,2.1,8,1,0,1,8,1,12.90,8,1,0,1,8,1,5.1,8,1,1.0,8,1,0,1,8,1,1016.9,8,1,8.9,0,8,1
2022/1/22,2.8,8,1,0,1,8,1,14.43,8,1,0,1,8,1,2.7,8,1,0.5,8,1,0,1,8,1,1019.1,8,1,9.9,0,8,1
2022/1/23,2.0,8,1,12.5,0,8,1,2.43,8,1,0,1,8,1,2.4,8,1,8.5,8,1,0,1,8,1,1014.4,8,1,0.0,0,8,1
2022/1/24,5.6,8,1,0.0,0,8,1,12.08,8,1,0,1,8,1,4.1,8,1,6.0,8,1,0,1,8,1,1007.7,8,1,7.5,0,8,1
2022/1/25,5.9,8,1,0,1,8,1,8.78,8,1,0,1,8,1,2.4,8,1,9.5,8,1,0,1,8,1,1012.1,8,1,3.0,0,8,1
2022/1/26,6.9,8,1,0.0,0,8,1,13.65,8,1,0,1,8,1,3.6,8,1,3.0,8,1,0,1,8,1,1011.0,8,1,8.4,0,8,1
2022/1/27,7.0,8,1,0,1,8,1,13.55,8,1,0,1,8,1,4.6,8,1,2.8,8,1,0,1,8,1,1011.3,8,1,8.4,0,8,1
2022/1/28,5.8,8,1,0,1,8,1,13.83,8,1,0,1,8,1,2.9,8,1,4.5,8,1,0,1,8,1,1009.6,8,1,7.9,0,8,1
2022/1/29,5.5,8,1,0.0,0,8,1,8.64,8,1,0,1,8,1,2.6,8,1,10.0,8,1,0,1,8,1,1007.4,8,1,2.9,0,8,1
2022/1/30,4.8,8,1,0,1,8,1,6.06,8,1,0,1,8,1,2.4,8,1,9.0,8,1,0,1,8,1,1006.8,8,1,1.5,0,8,1
2022/1/31,4.6,8,1,0,1,8,1,15.63,8,1,0,1,8,1,4.1,8,1,3.5,8,1,0,1,8,1,1010.7,8,1,9.7,0,8,1
2022/2/1,5.1,8,1,0.0,0,8,1,11.87,8,1,0,1,8,1,3.0,8,1,4.8,8,1,0,1,8,1,1012.1,8,1,6.5,0,8,1
2022/2/2,4.6,8,1,0.0,0,8,1,13.56,8,1,0,1,8,1,3.3,8,1,4.3,8,1,0,1,8,1,1014.0,8,1,8.0,0,8,1
2022/2/3,4.6,8,1,0.0,0,8,1,8.54,8,1,0,1,8,1,3.3,8,1,7.5,8,1,0,1,8,1,1012.1,8,1,2.8,0,8,1
2022/2/4,4.8,8,1,0,1,8,1,11.98,8,1,0,1,8,1,3.6,8,1,7.0,8,1,0,1,8,1,1008.5,8,1,5.7,0,8,1
2022/2/5,1.6,8,1,1.0,0,8,1,9.23,8,1,1,0,8,1,4.9,8,1,9.3,8,1,1,0,8,1,1006.9,8,1,2.6,0,8,1
2022/2/6,0.9,8,1,1.0,0,8,1,7.64,8,1,1,0,8,1,3.9,8,1,8.3,8,1,1,0,8,1,1010.9,8,1,1.5,0,8,1
2022/2/7,2.7,8,1,0,1,8,1,15.63,8,1,0,1,8,1,2.9,8,1,6.3,8,1,0,1,8,1,1016.4,8,1,8.2,0,8,1
2022/2/8,5.3,8,1,0,1,8,1,12.30,8,1,0,1,8,1,2.4,8,1,8.5,8,1,0,1,8,1,1015.5,8,1,4.6,0,8,1
2022/2/9,6.0,8,1,0.0,0,8,1,16.43,8,1,0,1,8,1,2.5,8,1,5.0,8,1,0,1,8,1,1015.4,8,1,9.5,0,8,1
2022/2/10,3.8,8,1,13.5,0,8,1,2.17,8,1,0,1,8,1,2.0,8,1,7.5,8,1,0,1,8,1,1010.7,8,1,0.4,0,8,1
2022/2/11,5.9,8,1,0,1,8,1,17.06,8,1,0,1,8,1,3.9,8,1,0.3,8,1,0,1,8,1,1013.2,8,1,10.4,0,8,1
2022/2/12,5.8,8,1,0,1,8,1,15.84,8,1,0,1,8,1,2.6,8,1,5.5,8,1,0,1,8,1,1016.1,8,1,9.0,0,8,1
2022/2/13,4.5,8,1,6.0,0,8,1,5.00,8,1,0,1,8,1,2.4,8,1,8.8,8,1,0,1,8,1,1012.8,8,1,0.5,0,8,1
2022/2/14,7.0,8,1,0.0,0,8,1,11.19,8,1,0,1,8,1,2.4,8,1,7.5,8,1,0,1,8,1,1009.4,8,1,4.9,0,8,1
2022/2/15,8.0,8,1,0.0,0,8,1,11.57,8,1,0,1,8,1,2.4,8,1,8.0,8,1,0,1,8,1,1007.1,8,1,5.0,0,8,1
2022/2/16,4.3,8,1,0.0,0,8,1,11.36,8,1,0,1,8,1,3.9,8,1,5.3,8,1,0,1,8,1,1005.1,8,1,4.9,0,8,1
2022/2/17,1.0,8,1,0.0,0,8,1,14.40,8,1,0,1,8,1,4.3,8,1,5.5,8,1,0,1,8,1,1008.8,8,1,6.2,0,8,1
2022/2/18,3.7,8,1,0,1,8,1,18.28,8,1,0,1,8,1,3.3,8,1,3.5,8,1,0,1,8,1,1019.0,8,1,10.7,0,8,1
2022/2/19,4.4,8,1,11.0,0,8,1,7.82,8,1,0,1,8,1,2.3,8,1,10.0,8,1,0,1,8,1,1013.3,8,1,2.5,0,8,1
2022/2/20,4.6,8,1,1.0,0,8,1,12.68,8,1,0,1,8,1,5.3,8,1,5.3,8,1,0,1,8,1,1003.1,8,1,5.6,0,8,1
2022/2/21,1.7,8,1,0.0,0,8,1,9.52,8,1,0,1,8,1,4.0,8,1,5.3,8,1,0,1,8,1,1013.1,8,1,4.1,0,8,1
2022/2/22,2.2,8,1,0.5,0,8,1,8.81,8,1,0,0,8,1,3.1,8,1,8.5,8,1,0,1,8,1,1015.1,8,1,3.1,0,8,1
2022/2/23,2.6,8,1,0.0,0,8,1,16.94,8,1,0,1,8,1,4.3,8,1,5.3,8,1,0,1,8,1,1017.2,8,1,8.1,0,8,1
2022/2/24,2.9,8,1,0,1,8,1,18.45,8,1,0,1,8,1,4.0,8,1,1.5,8,1,0,1,8,1,1016.4,8,1,10.1,0,8,1
2022/2/25,4.4,8,1,0,1,8,1,18.71,8,1,0,1,8,1,3.8,8,1,1.8,8,1,0,1,8,1,1016.4,8,1,9.4,0,8,1
2022/2/26,7.6,8,1,0,1,8,1,19.27,8,1,0,1,8,1,1.7,8,1,6.8,8,1,0,1,8,1,1013.8,8,1,10.8,0,8,1
2022/2/27,7.0,8,1,0.0,0,8,1,11.81,8,1,0,1,8,1,3.5,8,1,4.8,8,1,0,1,8,1,1009.9,8,1,5.2,0,8,1
2022/2/28,8.9,8,1,0,1,8,1,19.32,8,1,0,1,8,1,3.0,8,1,5.3,8,1,0,1,8,1,1014.3,8,1,10.6,0,8,1
2022/3/1,6.0,8,1,2.5,0,8,1,3.96,8,1,0,1,8,1,2.3,8,1,8.5,8,1,0,1,8,1,1008.1,8,1,0.4,0,8,1
2022/3/2,8.6,8,1,0,1,8,1,17.38,8,1,0,1,8,1,3.1,8,1,4.5,8,1,0,1,8,1,1005.2,8,1,8.0,0,8,1
2022/3/3,8.1,8,1,0,1,8,1,16.30,8,1,0,1,8,1,3.9,8,1,2.8,8,1,0,1,8,1,1007.4,8,1,7.1,0,8,1
2022/3/4,8.0,8,1,0,1,8,1,17.29,8,1,0,1,8,1,2.5,8,1,5.0,8,1,0,1,8,1,1010.2,8,1,8.8,0,8,1
2022/3/5,8.7,8,1,0.5,0,8,1,16.10,8,1,0,1,8,1,3.2,8,1,5.0,8,1,0,1,8,1,1002.5,8,1,7.6,0,8,1
2022/3/6,4.7,8,1,0.0,0,8,1,15.58,8,1,0,1,8,1,4.9,8,1,3.8,8,1,0,1,8,1,1005.7,8,1,7.0,0,8,1
2022/3/7,5.4,8,1,0,1,8,1,17.20,8,1,0,1,8,1,3.9,8,1,6.8,8,1,0,1,8,1,1010.3,8,1,8.1,0,8,1
2022/3/8,6.8,8,1,0,1,8,1,20.28,8,1,0,1,8,1,3.3,8,1,2.5,8,1,0,1,8,1,1009.7,8,1,10.9,0,8,1
2022/3/9,7.7,8,1,0,1,8,1,11.00,8,1,0,1,8,1,2.8,8,1,5.0,8,1,0,1,8,1,1012.7,8,1,4.2,0,8,1
2022/3/10,9.4,8,1,0,1,8,1,18.93,8,1,0,1,8,1,2.0,8,1,3.5,8,1,0,1,8,1,1015.1,8,1,10.9,0,8,1
2022/3/11,11.1,8,1,0,1,8,1,18.94,8,1,0,1,8,1,1.7,8,1,6.5,8,1,0,1,8,1,1013.2,8,1,10.4,0,8,1
2022/3/12,14.4,8,1,0,1,8,1,19.85,8,1,0,1,8,1,2.8,8,1,4.0,8,1,0,1,8,1,1011.3,8,1,10.6,0,8,1
2022/3/13,16.0,8,1,0,1,8,1,14.82,8,1,0,1,8,1,2.3,8,1,10.0,8,1,0,1,8,1,1010.1,8,1,4.8,0,8,1
2022/3/14,16.9,8,1,8.0,0,8,1,20.13,8,1,0,1,8,1,2.6,8,1,6.0,8,1,0,1,8,1,1005.7,8,1,10.1,0,8,1
2022/3/15,15.0,8,1,0.0,0,8,1,18.26,8,1,0,1,8,1,4.6,8,1,4.8,8,1,0,1,8,1,1004.3,8,1,7.8,0,8,1
2022/3/16,14.3,8,1,0,1,8,1,21.36,8,1,0,1,8,1,2.5,8,1,4.8,8,1,0,1,8,1,1007.8,8,1,10.7,0,8,1
2022/3/17,13.8,8,1,0,1,8,1,16.02,8,1,0,1,8,1,3.8,8,1,6.5,8,1,0,1,8,1,1010.7,8,1,6.0,0,8,1
2022/3/18,11.0,8,1,35.5,0,8,1,1.86,8,1,0,1,8,1,2.6,8,1,10.0,8,1,0,1,8,1,1000.0,8,1,0.0,0,8,1
2022/3/19,10.3,8,1,1.5,0,8,1,13.98,8,1,0,1,8,1,5.4,8,1,7.5,8,1,0,1,8,1,994.0,8,1,5.9,0,8,1
2022/3/20,9.1,8,1,0,1,8,1,20.68,8,1,0,1,8,1,4.6,8,1,5.3,8,1,0,1,8,1,1007.8,8,1,9.5,0,8,1
2022/3/21,10.0,8,1,0,1,8,1,19.41,8,1,0,1,8,1,3.5,8,1,9.3,8,1,0,1,8,1,1014.3,8,1,7.4,0,8,1
2022/3/22,7.6,8,1,8.5,0,8,1,5.65,8,1,0,1,8,1,2.8,8,1,7.8,8,1,0,1,8,1,1011.6,8,1,1.7,0,8,1
2022/3/23,7.6,8,1,0.0,0,8,1,11.49,8,1,0,1,8,1,1.7,8,1,9.8,8,1,0,1,8,1,1010.9,8,1,1.2,0,8,1
2022/3/24,10.8,8,1,0.0,0,8,1,21.29,8,1,0,1,8,1,4.1,8,1,3.5,8,1,0,1,8,1,1011.5,8,1,9.6,0,8,1
2022/3/25,12.4,8,1,0,1,8,1,20.11,8,1,0,1,8,1,2.6,8,1,5.0,8,1,0,1,8,1,1019.2,8,1,8.6,0,8,1
2022/3/26,15.0,8,1,27.0,0,8,1,1.51,8,1,0,1,8,1,4.5,8,1,10.0,8,1,0,1,8,1,1006.1,8,1,0.0,0,8,1
2022/3/27,15.1,8,1,0.0,0,8,1,24.33,8,1,0,1,8,1,5.6,8,1,6.3,8,1,0,1,8,1,1001.4,8,1,10.9,0,8,1
2022/3/28,12.0,8,1,0,1,8,1,16.94,8,1,0,1,8,1,4.7,8,1,9.3,8,1,0,1,8,1,1014.0,8,1,6.6,0,8,1
2022/3/29,12.5,8,1,0,1,8,1,7.92,8,1,0,1,8,1,1.7,8,1,10.0,8,1,0,1,8,1,1020.7,8,1,0.1,0,8,1
2022/3/30,16.6,8,1,0,1,8,1,21.65,8,1,0,1,8,1,2.0,8,1,9.5,8,1,0,1,8,1,1016.7,8,1,9.6,0,8,1
2022/3/31,14.7,8,1,1.0,0,8,1,9.30,8,1,0,1,8,1,3.6,8,1,10.0,8,1,0,1,8,1,1010.8,8,1,0.8,0,8,1
2022/4/1,10.1,8,1,1.0,0,8,1,20.80,8,1,0,1,8,1,6.1,8,1,9.3,8,1,0,1,8,1,1015.2,8,1,7.6,0,8,1
